"dataset
string","id
string","messages
list","direction
string","metadata
dict"
"doda","doda_41409","[{""content"": ""ترجم من الدارجة للإنجليزية: هووّا قصير علييّا"", ""role"": ""user""},{""content"": ""he is shorter than me"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_3845","[{""content"": ""ترجم من الدارجة للإنجليزية: قانون الطرق السريعة لعام 1956 عاون في تمويل بناء 64 ألف كيلومتر في جميع أرجاء البلاد من خلال تخصيص 26 مليار دولار لبنائها، واللي عاون على ارتباط المزيد بهاد مراكز التسوق بسهولة."", ""role"": ""user""},{""content"": ""The Highway Act of 1956 helped to fund the building of 64,000 kilometers across the nation by having $26 thousand-million to use, which helped to link many more to these shopping centers with ease."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_23121","[{""content"": ""ترجم من الدارجة للإنجليزية: مومكين إكون رخص?"", ""role"": ""user""},{""content"": ""Can it be cheaper?"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_2843","[{""content"": ""ترجم من الدارجة للإنجليزية: ومن المجالات الأخرى التي يمكن فيها اعتبار رأس المال الاجتماعي مجالاً للدراسة في الجغرافيا هي تحليل المشاركة في العمل التطوعي ودعمو مختلف الحكومات."", ""role"": ""user""},{""content"": ""Another area where social capital can be seen as an area of study in geography is through the analysis of participation in volunteerism and its support of different governments."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_4529","[{""content"": ""ترجم من الدارجة للإنجليزية: راه التباين الجيني اللي ناتج على الطفرات، والتعاونيات الجينية، والتغييرات في النموذج الجيني (العدد، والشكل، والحجم، والترتيب الداخلي للكروموسومات)."", ""role"": ""user""},{""content"": ""Genetic variation is the result of mutations, genetic recombinations and alterations in the karyotype (the number, shape, size and internal arrangement of the chromosomes)."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_14187","[{""content"": ""ترجم من الدارجة للإنجليزية: شحال زوين!"", ""role"": ""user""},{""content"": ""How beautiful!"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9957","[{""content"": ""ترجم من الدارجة للإنجليزية: والاكين ف جاميع لحالات, هادشي مزيان قرّبنا ل ڤيلّاج."", ""role"": ""user""},{""content"": ""But anyway, it's nice we almost got to the village."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1809","[{""content"": ""ترجم من الدارجة للإنجليزية: بقات احتمالية انه كاينين كائنات فضائية بحال خرافات منتشرة مع تسارع وتيرة الاكتشاف العلمي."", ""role"": ""user""},{""content"": ""The possibility of extraterrestrials remained a widespread speculation as scientific discovery accelerated."", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed_multi_turns","nllb-seed_multi_turns_763","[{""content"": ""ترجم من الدارجة للإنجليزية: كان ابن الممثل، ميكو، كيخدم في وظيفة الحارس الشخصي لجاكسون ومساعده لبزاف ديل السنوات، و كان حتى صديق للمغني."""", ""role"": ""user""},{""content"": ""The actor's son, Miko, was Jackson's bodyguard and assistant for several years, and was a friend of the singer."", ""role"": ""assistant""},{""content"": ""ترجم: كاينة أساليب تتشبه للعمليات ديال ناقص والقسمة."", ""role"": ""user""},{""content"": ""Similar techniques exist for subtraction and division."", ""role"": ""assistant""},{""content"": ""ترجم: نشأت هاد القدرة مع تطور الحداثة السلوكية في البشر قبل حوالي 50,000 عام، وتيتعتقد فالغالب أنها فريدة من نوعها عند البشر."", ""role"": ""user""},{""content"": ""This ability arose with the evolution of behavioral modernity in humans around 50,000 years ago and is often thought to be unique to humans."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_18441","[{""content"": ""ترجم من الدارجة للإنجليزية: طاجين ديال بطاطا أُ الزيتون."", ""role"": ""user""},{""content"": ""Chicken Tajine with potato and olives."", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_9405","[{""content"": ""ترجم من الدارجة للإنجليزية: بعض الناس سحاب ليهوم نتاحرات"", ""role"": ""user""},{""content"": ""some people thought that she had committed suicide"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_30609","[{""content"": ""ترجم من الدارجة للإنجليزية: أكتاريا ف أمريكا لجانوبيا فين كاينين حاياونات فشكل ف غابات أمازون"", ""role"": ""user""},{""content"": ""especially in South America where there are extraordinary animals in the Amazon forest"", ""role"": ""assistant""}]","dr_en","null"
"nllb-seed","nllb-seed_1087","[{""content"": ""ترجم من الدارجة للإنجليزية: في 2002، أندونيسيا قررت بلي ""الحكومة الإندونيسيا كتساند الدعم والحماية ديال السكان الأصليين حول العالم... أندونيسيا وخا هكاك مكتعتَرفش بتطبيق مفهوم السكان الأصليين... فلبلاد"", ""role"": ""user""},{""content"": ""In 2012, Indonesia stated that ‘The Government of Indonesia supports the promotion and protection of indigenous people worldwide ... Indonesia, however, does not recognize the application of the indigenous peoples concept ... in the country’."", ""role"": ""assistant""}]","dr_en","null"
"doda_multi_turns","doda_multi_turns_3117","[{""content"": ""ترجم من الدارجة للإنجليزية: مازال ماتلاقاوش معاها"", ""role"": ""user""},{""content"": ""They haven't met her yet"", ""role"": ""assistant""},{""content"": ""ترجم: تقدار تاقتارح حافلات ماشروبات سغيرا فواقت لغدا"", ""role"": ""user""},{""content"": ""you could suggest a little drinks party at lunchtime"", ""role"": ""assistant""},{""content"": ""ترجم: أُ من جيهتك?"", ""role"": ""user""},{""content"": ""And on your side?"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_201","[{""content"": ""ترجم من الدارجة للإنجليزية: إمكان لينا نبلانيو شي جتيماع. <|assistant|> We could schedule a meeting. <|user|> ترجم من الدارجة للإنجليزية: إمتا كاين لعرس? <|assistant|> When is the wedding <|user|> ترجم من الدارجة للإنجليزية: كانقتاراح نعتيو لهاد لماجموعا لبياد, أُ لمجموعا لوخرا لقهوي <|assistant|> I suggest we give this group some white, and brown to this other group <|user|> ترجم من الدارجة للإنجليزية: واش هادا ماوعيد موهيم بناسبا ليك?"", ""role"": ""user""},{""content"": ""Is this a very important appointment for you?"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_3405","[{""content"": ""ترجم من الدارجة للإنجليزية: واخا, راه كاتخدّمنا بزاف أُكولشي"", ""role"": ""user""},{""content"": ""Well, you do work us hard and everything"", ""role"": ""assistant""}]","dr_en","null"
"doda","doda_15315","[{""content"": ""ترجم من الدارجة للإنجليزية: كاتباني واعرا"", ""role"": ""user""},{""content"": ""You look amazing"", ""role"": ""assistant""}]","dr_en","null"
"doda_few_shot","doda_few_shot_867","[{""content"": ""ترجم من الدارجة للإنجليزية: كان صعيب! <|assistant|> It was hard! <|user|> ترجم من الدارجة للإنجليزية: خلّيني نشوف <|assistant|> let me see <|user|> ترجم من الدارجة للإنجليزية: راك قريب تسالي أوال تسافيرا ليك ف الطييارا! <|assistant|> You almost finished your first flight! <|user|> ترجم من الدارجة للإنجليزية: مورا لبانكا."", ""role"": ""user""},{""content"": ""Behind the bank."", ""role"": ""assistant""}]","dr_en","null"
